PID,Name,Total Percent,Kernel Percent,User Percent
7712,Isolated Web Co,26.000000,1.000000,0.000000
3649,Xorg,36.000000,1.000000,0.000000
7365,Renderer,10.000000,1.000000,0.000000
3636,xrdp,55.000000,1.000000,0.000000
7712,Isolated Web Co,26.000000,1.000000,0.000000
3649,Xorg,35.000000,1.000000,0.000000
4528,C2 CompilerThre,17.000000,0.000000,0.000000
10078,JobScheduler FJ,52.000000,0.000000,0.000000
10080,JobScheduler FJ,49.000000,0.000000,0.000000
10084,JobScheduler FJ,51.000000,0.000000,0.000000
10077,JobScheduler FJ,56.000000,0.000000,0.000000
10082,JobScheduler FJ,49.000000,0.000000,0.000000
10079,JobScheduler FJ,70.000000,0.000000,0.000000
10085,JobScheduler FJ,58.000000,0.000000,0.000000
10075,JobScheduler FJ,50.000000,0.000000,0.000000
10076,JobScheduler FJ,79.000000,0.000000,0.000000
10081,JobScheduler FJ,42.000000,0.000000,0.000000
10073,JobScheduler FJ,46.000000,0.000000,0.000000
7712,Isolated Web Co,27.000000,1.000000,0.000000
3649,Xorg,32.000000,1.000000,0.000000
3636,xrdp,33.000000,0.000000,0.000000
7365,Renderer,0.000000,1.000000,0.000000
7712,Isolated Web Co,26.000000,1.000000,0.000000
3649,Xorg,30.000000,1.000000,0.000000
7365,Renderer,10.000000,0.000000,0.000000
3636,xrdp,32.000000,1.000000,0.000000
7712,Isolated Web Co,59.000000,1.000000,0.000000
3649,Xorg,30.000000,1.000000,0.000000
3636,xrdp,42.000000,1.000000,0.000000
7712,Isolated Web Co,25.000000,1.000000,0.000000
3649,Xorg,15.000000,1.000000,0.000000
7712,Isolated Web Co,53.000000,1.000000,0.000000
7365,Renderer,10.000000,1.000000,0.000000
3649,Xorg,25.000000,1.000000,0.000000
3636,xrdp,40.000000,0.000000,0.000000
7365,Renderer,39.000000,1.000000,0.000000
3649,Xorg,35.000000,1.000000,0.000000
7712,Isolated Web Co,15.000000,1.000000,0.000000
7712,Isolated Web Co,22.000000,1.000000,0.000000
3636,xrdp,45.000000,1.000000,0.000000
3649,Xorg,23.000000,1.000000,0.000000
7365,Renderer,5.000000,1.000000,0.000000
7365,Renderer,32.000000,1.000000,0.000000
3649,Xorg,42.000000,1.000000,0.000000
7712,Isolated Web Co,40.000000,1.000000,0.000000
3636,xrdp,49.000000,1.000000,0.000000
3649,Xorg,31.000000,1.000000,0.000000
7712,Isolated Web Co,15.000000,1.000000,0.000000
7365,Renderer,10.000000,1.000000,0.000000
7712,Isolated Web Co,53.000000,0.000000,0.000000
3649,Xorg,28.000000,1.000000,0.000000
7365,Renderer,15.000000,0.000000,0.000000
7797,TaskCon~ller #0,7.000000,1.000000,0.000000
3636,xrdp,84.000000,1.000000,0.000000
3649,Xorg,35.000000,1.000000,0.000000
7712,Isolated Web Co,31.000000,1.000000,0.000000
7365,Renderer,20.000000,1.000000,0.000000
7712,Isolated Web Co,15.000000,1.000000,0.000000
3649,Xorg,10.000000,1.000000,0.000000
3636,xrdp,34.000000,1.000000,0.000000
7365,Renderer,39.000000,1.000000,0.000000
7712,Isolated Web Co,37.000000,1.000000,0.000000
3649,Xorg,41.000000,1.000000,0.000000
3636,xrdp,16.000000,1.000000,0.000000
3649,Xorg,25.000000,1.000000,0.000000
7365,Renderer,10.000000,1.000000,0.000000
3636,xrdp,35.000000,1.000000,0.000000
7712,Isolated Web Co,36.000000,1.000000,0.000000
7365,Renderer,38.000000,1.000000,0.000000
3649,Xorg,36.000000,1.000000,0.000000
3636,xrdp,41.000000,1.000000,0.000000
3649,Xorg,35.000000,1.000000,0.000000
7712,Isolated Web Co,22.000000,0.000000,0.000000
3649,Xorg,20.000000,1.000000,0.000000
3636,xrdp,0.000000,1.000000,0.000000
3636,xrdp,51.000000,1.000000,0.000000
7365,Renderer,5.000000,1.000000,0.000000
7712,Isolated Web Co,37.000000,1.000000,0.000000
3649,Xorg,43.000000,0.000000,0.000000
7712,Isolated Web Co,20.000000,1.000000,0.000000
3649,Xorg,15.000000,1.000000,0.000000
7365,Renderer,5.000000,1.000000,0.000000
3636,xrdp,49.000000,1.000000,0.000000
7712,Isolated Web Co,52.000000,1.000000,0.000000
3649,Xorg,45.000000,1.000000,0.000000
7365,Renderer,37.000000,1.000000,0.000000
7712,Isolated Web Co,31.000000,1.000000,0.000000
3636,xrdp,10.000000,1.000000,0.000000
3649,Xorg,20.000000,1.000000,0.000000
7712,Isolated Web Co,30.000000,1.000000,0.000000
3636,xrdp,52.000000,1.000000,0.000000
3636,xrdp,36.000000,1.000000,0.000000
3649,Xorg,41.000000,1.000000,0.000000
7365,Renderer,0.000000,1.000000,0.000000
7712,Isolated Web Co,37.000000,1.000000,0.000000
7365,Renderer,35.000000,1.000000,0.000000
3649,Xorg,0.000000,0.000000,0.000000
7365,Renderer,0.000000,1.000000,0.000000
3649,Xorg,44.000000,1.000000,0.000000
7712,Isolated Web Co,38.000000,1.000000,0.000000
3636,xrdp,45.000000,1.000000,0.000000
3649,Xorg,0.000000,1.000000,0.000000
10084,JobScheduler FJ,45.000000,0.000000,0.000000
10076,JobScheduler FJ,48.000000,0.000000,0.000000
10073,JobScheduler FJ,50.000000,0.000000,0.000000
10078,JobScheduler FJ,66.000000,0.000000,0.000000
10082,JobScheduler FJ,46.000000,0.000000,0.000000
4567,G1 Conc#1,78.000000,0.000000,1.000000
10080,JobScheduler FJ,73.000000,0.000000,0.000000
4518,G1 Conc#0,45.000000,0.000000,1.000000
10081,JobScheduler FJ,80.000000,0.000000,0.000000
4568,G1 Conc#2,41.000000,0.000000,0.000000
10075,JobScheduler FJ,41.000000,0.000000,0.000000
10079,JobScheduler FJ,76.000000,0.000000,0.000000
10085,JobScheduler FJ,40.000000,0.000000,0.000000
10077,JobScheduler FJ,44.000000,0.000000,0.000000
4528,C2 CompilerThre,0.000000,0.000000,0.000000
3649,Xorg,25.000000,0.000000,0.000000
7712,Isolated Web Co,13.000000,1.000000,0.000000
3649,Xorg,6.000000,1.000000,0.000000
3636,xrdp,35.000000,1.000000,0.000000
7365,Renderer,30.000000,1.000000,0.000000
7712,Isolated Web Co,38.000000,1.000000,0.000000
3649,Xorg,42.000000,0.000000,0.000000
7712,Isolated Web Co,5.000000,1.000000,0.000000
3649,Xorg,5.000000,1.000000,0.000000
3636,xrdp,46.000000,1.000000,0.000000
7365,Renderer,0.000000,1.000000,0.000000
7712,Isolated Web Co,41.000000,0.000000,0.000000
3649,Xorg,47.000000,1.000000,0.000000
7365,Renderer,30.000000,1.000000,0.000000
3636,xrdp,42.000000,1.000000,0.000000
7712,Isolated Web Co,21.000000,1.000000,0.000000
7183,firefox,5.000000,1.000000,0.000000
3649,Xorg,16.000000,1.000000,0.000000
3636,xrdp,69.000000,1.000000,0.000000
7712,Isolated Web Co,0.000000,1.000000,0.000000
3636,xrdp,22.000000,1.000000,0.000000
3636,xrdp,60.000000,1.000000,0.000000
7712,Isolated Web Co,20.000000,1.000000,0.000000
3649,Xorg,10.000000,1.000000,0.000000
3636,xrdp,30.000000,1.000000,0.000000
3649,Xorg,15.000000,1.000000,0.000000
7712,Isolated Web Co,11.000000,1.000000,0.000000
3636,xrdp,39.000000,1.000000,0.000000
3649,Xorg,36.000000,1.000000,0.000000
7365,Renderer,35.000000,0.000000,0.000000
7712,Isolated Web Co,31.000000,1.000000,0.000000
3636,xrdp,25.000000,1.000000,0.000000
3636,xrdp,48.000000,0.000000,0.000000
3649,Xorg,36.000000,1.000000,0.000000
7365,Renderer,32.000000,1.000000,0.000000
7712,Isolated Web Co,32.000000,1.000000,0.000000
3636,xrdp,15.000000,0.000000,0.000000
3649,Xorg,28.000000,1.000000,0.000000
3636,xrdp,20.000000,1.000000,0.000000
3636,xrdp,15.000000,1.000000,0.000000
3649,Xorg,45.000000,1.000000,0.000000
4528,C2 CompilerThre,5.000000,0.000000,0.000000
10079,JobScheduler FJ,58.000000,0.000000,0.000000
10078,JobScheduler FJ,58.000000,0.000000,0.000000
10080,JobScheduler FJ,56.000000,0.000000,0.000000
10076,JobScheduler FJ,73.000000,0.000000,0.000000
10075,JobScheduler FJ,70.000000,0.000000,0.000000
10082,JobScheduler FJ,45.000000,0.000000,0.000000
10085,JobScheduler FJ,75.000000,0.000000,0.000000
10084,JobScheduler FJ,58.000000,1.000000,0.000000
10073,JobScheduler FJ,82.000000,0.000000,0.000000
10077,JobScheduler FJ,40.000000,0.000000,0.000000
10081,JobScheduler FJ,42.000000,0.000000,0.000000
7712,Isolated Web Co,31.000000,0.000000,0.000000
3649,Xorg,18.000000,0.000000,0.000000
3636,xrdp,11.000000,1.000000,0.000000
7365,Renderer,25.000000,1.000000,0.000000
3649,Xorg,47.000000,1.000000,0.000000
3636,xrdp,48.000000,1.000000,0.000000
7712,Isolated Web Co,39.000000,1.000000,0.000000
3636,xrdp,16.000000,1.000000,0.000000
3649,Xorg,0.000000,1.000000,0.000000
7365,Renderer,30.000000,1.000000,0.000000
3649,Xorg,47.000000,1.000000,0.000000
3636,xrdp,41.000000,1.000000,0.000000
7712,Isolated Web Co,10.000000,1.000000,0.000000
7712,Isolated Web Co,24.000000,1.000000,0.000000
3649,Xorg,0.000000,1.000000,0.000000
3636,xrdp,35.000000,1.000000,0.000000
7365,Renderer,21.000000,1.000000,0.000000
3649,Xorg,47.000000,1.000000,0.000000
7712,Isolated Web Co,32.000000,1.000000,0.000000
3649,Xorg,0.000000,1.000000,0.000000
3636,xrdp,44.000000,1.000000,0.000000
7712,Isolated Web Co,5.000000,1.000000,0.000000
7365,Renderer,21.000000,1.000000,0.000000
3649,Xorg,42.000000,1.000000,0.000000
7712,Isolated Web Co,35.000000,1.000000,0.000000
3636,xrdp,48.000000,1.000000,0.000000
3649,Xorg,31.000000,1.000000,0.000000
7712,Isolated Web Co,0.000000,1.000000,0.000000
3649,Xorg,45.000000,1.000000,0.000000
3636,xrdp,47.000000,1.000000,0.000000
7712,Isolated Web Co,20.000000,1.000000,0.000000
7365,Renderer,15.000000,1.000000,0.000000
7712,Isolated Web Co,0.000000,1.000000,0.000000
3649,Xorg,36.000000,1.000000,0.000000
7712,Isolated Web Co,84.000000,1.000000,0.000000
7365,Renderer,33.000000,1.000000,0.000000
3636,xrdp,47.000000,1.000000,0.000000
7712,Isolated Web Co,21.000000,1.000000,0.000000
10527,StreamT~ns #213,63.000000,1.000000,0.000000
7712,Isolated Web Co,0.000000,1.000000,0.000000
3649,Xorg,35.000000,1.000000,0.000000
3636,xrdp,5.000000,1.000000,0.000000
7712,Isolated Web Co,25.000000,1.000000,0.000000
3636,xrdp,59.000000,1.000000,0.000000
7365,Renderer,25.000000,1.000000,0.000000
3636,xrdp,38.000000,1.000000,0.000000
3649,Xorg,10.000000,1.000000,0.000000
3649,Xorg,26.000000,1.000000,0.000000
7712,Isolated Web Co,27.000000,1.000000,0.000000
7365,Renderer,25.000000,1.000000,0.000000
3636,xrdp,42.000000,1.000000,0.000000
3636,xrdp,26.000000,1.000000,0.000000
7712,Isolated Web Co,6.000000,1.000000,0.000000
3649,Xorg,42.000000,1.000000,0.000000
3636,xrdp,45.000000,1.000000,0.000000
7712,Isolated Web Co,26.000000,1.000000,0.000000
7712,Isolated Web Co,5.000000,1.000000,0.000000
3649,Xorg,41.000000,1.000000,0.000000
4528,C2 CompilerThre,46.000000,1.000000,0.000000
3636,xrdp,46.000000,1.000000,0.000000
7712,Isolated Web Co,47.000000,1.000000,0.000000
10082,JobScheduler FJ,52.000000,0.000000,0.000000
10084,JobScheduler FJ,57.000000,0.000000,0.000000
10079,JobScheduler FJ,63.000000,0.000000,0.000000
10081,JobScheduler FJ,65.000000,0.000000,0.000000
10076,JobScheduler FJ,62.000000,0.000000,0.000000
10075,JobScheduler FJ,78.000000,0.000000,1.000000
10080,JobScheduler FJ,74.000000,0.000000,0.000000
10073,JobScheduler FJ,84.000000,0.000000,0.000000
10077,JobScheduler FJ,49.000000,0.000000,0.000000
10085,JobScheduler FJ,41.000000,0.000000,0.000000
7365,Renderer,30.000000,0.000000,0.000000
10078,JobScheduler FJ,42.000000,0.000000,0.000000
3636,xrdp,44.000000,1.000000,0.000000
3649,Xorg,5.000000,1.000000,0.000000
7712,Isolated Web Co,10.000000,1.000000,0.000000
7712,Isolated Web Co,26.000000,1.000000,0.000000
3649,Xorg,0.000000,1.000000,0.000000
7712,Isolated Web Co,48.000000,1.000000,0.000000
3649,Xorg,36.000000,1.000000,0.000000
3636,xrdp,35.000000,1.000000,0.000000
7365,Renderer,5.000000,1.000000,0.000000
3636,xrdp,55.000000,1.000000,0.000000
3649,Xorg,38.000000,1.000000,0.000000
7712,Isolated Web Co,16.000000,1.000000,0.000000
7365,Renderer,5.000000,1.000000,0.000000
3636,xrdp,40.000000,1.000000,0.000000
7712,Isolated Web Co,17.000000,1.000000,0.000000
7365,Renderer,5.000000,1.000000,0.000000
3649,Xorg,27.000000,1.000000,0.000000
7712,Isolated Web Co,35.000000,1.000000,0.000000
7365,Renderer,25.000000,1.000000,0.000000
3649,Xorg,40.000000,1.000000,0.000000
3636,xrdp,50.000000,1.000000,0.000000
7712,Isolated Web Co,0.000000,1.000000,0.000000
3649,Xorg,14.000000,1.000000,0.000000
3636,xrdp,14.000000,1.000000,0.000000
7712,Isolated Web Co,30.000000,1.000000,0.000000
7365,Renderer,25.000000,1.000000,0.000000
3649,Xorg,47.000000,1.000000,0.000000
3636,xrdp,56.000000,0.000000,0.000000
3649,Xorg,40.000000,1.000000,0.000000
3636,xrdp,45.000000,1.000000,0.000000
7712,Isolated Web Co,10.000000,1.000000,0.000000
7712,Isolated Web Co,48.000000,1.000000,0.000000
7365,Renderer,0.000000,1.000000,0.000000
3649,Xorg,42.000000,1.000000,0.000000
3636,xrdp,40.000000,1.000000,0.000000
3649,Xorg,0.000000,1.000000,0.000000
7712,Isolated Web Co,27.000000,1.000000,0.000000
3636,xrdp,0.000000,1.000000,0.000000
3649,Xorg,40.000000,1.000000,0.000000
7365,Renderer,0.000000,1.000000,0.000000
3636,xrdp,51.000000,1.000000,0.000000
3649,Xorg,25.000000,1.000000,0.000000
7712,Isolated Web Co,15.000000,1.000000,0.000000
3649,Xorg,10.000000,1.000000,0.000000
3636,xrdp,28.000000,1.000000,0.000000
7712,Isolated Web Co,12.000000,1.000000,0.000000
3636,xrdp,27.000000,1.000000,0.000000
7712,Isolated Web Co,20.000000,1.000000,0.000000
7712,Isolated Web Co,15.000000,1.000000,0.000000
3649,Xorg,17.000000,1.000000,0.000000
7712,Isolated Web Co,38.000000,1.000000,0.000000
7365,Renderer,0.000000,0.000000,0.000000
3636,xrdp,38.000000,1.000000,0.000000
10082,JobScheduler FJ,45.000000,0.000000,0.000000
10085,JobScheduler FJ,49.000000,0.000000,0.000000
10075,JobScheduler FJ,67.000000,0.000000,0.000000
10073,JobScheduler FJ,70.000000,0.000000,0.000000
10076,JobScheduler FJ,61.000000,0.000000,0.000000
10084,JobScheduler FJ,61.000000,0.000000,0.000000
10077,JobScheduler FJ,62.000000,0.000000,0.000000
10078,JobScheduler FJ,49.000000,0.000000,0.000000
10079,JobScheduler FJ,42.000000,0.000000,0.000000
10080,JobScheduler FJ,102.000000,0.000000,0.000000
10081,JobScheduler FJ,47.000000,0.000000,0.000000
4528,C2 CompilerThre,0.000000,0.000000,0.000000
7365,Renderer,31.000000,0.000000,0.000000
3649,Xorg,36.000000,0.000000,0.000000
3636,xrdp,41.000000,1.000000,0.000000
3649,Xorg,15.000000,1.000000,0.000000
3636,xrdp,48.000000,1.000000,0.000000
7712,Isolated Web Co,35.000000,1.000000,0.000000
7365,Renderer,0.000000,0.000000,0.000000
3649,Xorg,21.000000,1.000000,0.000000
7712,Isolated Web Co,30.000000,1.000000,0.000000
3636,xrdp,29.000000,1.000000,0.000000
7712,Isolated Web Co,25.000000,0.000000,0.000000
3636,xrdp,38.000000,1.000000,0.000000
3649,Xorg,25.000000,1.000000,0.000000
3636,xrdp,52.000000,1.000000,0.000000
7712,Isolated Web Co,10.000000,1.000000,0.000000
7712,Isolated Web Co,15.000000,1.000000,0.000000
3649,Xorg,5.000000,1.000000,0.000000
7712,Isolated Web Co,27.000000,1.000000,0.000000
3636,xrdp,39.000000,1.000000,0.000000
3649,Xorg,5.000000,1.000000,0.000000
3636,xrdp,18.000000,1.000000,0.000000
3649,Xorg,10.000000,1.000000,0.000000
7712,Isolated Web Co,32.000000,1.000000,0.000000
3636,xrdp,52.000000,1.000000,0.000000
3649,Xorg,15.000000,1.000000,0.000000
7712,Isolated Web Co,15.000000,1.000000,0.000000
3636,xrdp,17.000000,1.000000,0.000000
3649,Xorg,5.000000,1.000000,0.000000
7712,Isolated Web Co,15.000000,1.000000,0.000000
3636,xrdp,11.000000,1.000000,0.000000
3636,xrdp,15.000000,1.000000,0.000000
3649,Xorg,0.000000,1.000000,0.000000
3649,Xorg,5.000000,1.000000,0.000000
3636,xrdp,5.000000,1.000000,0.000000
3636,xrdp,16.000000,1.000000,0.000000
3649,Xorg,5.000000,1.000000,0.000000
7712,Isolated Web Co,16.000000,1.000000,0.000000
3636,xrdp,31.000000,1.000000,0.000000
3649,Xorg,15.000000,1.000000,0.000000
7712,Isolated Web Co,20.000000,0.000000,0.000000
3649,Xorg,30.000000,1.000000,0.000000
3636,xrdp,33.000000,1.000000,0.000000
7712,Isolated Web Co,36.000000,1.000000,0.000000
7797,TaskCon~ller #0,30.000000,1.000000,0.000000
3636,xrdp,30.000000,1.000000,0.000000
3649,Xorg,10.000000,1.000000,0.000000
7712,Isolated Web Co,32.000000,1.000000,0.000000
3636,xrdp,49.000000,1.000000,0.000000
3649,Xorg,10.000000,1.000000,0.000000
3636,xrdp,21.000000,1.000000,0.000000
3649,Xorg,5.000000,1.000000,0.000000
3649,Xorg,0.000000,1.000000,0.000000
3649,Xorg,0.000000,1.000000,0.000000
3649,Xorg,5.000000,1.000000,0.000000
3636,xrdp,40.000000,1.000000,0.000000
7712,Isolated Web Co,45.000000,1.000000,0.000000
7797,TaskCon~ller #0,30.000000,1.000000,0.000000
7798,TaskCon~ller #1,25.000000,1.000000,0.000000
3649,Xorg,5.000000,1.000000,0.000000
3636,xrdp,43.000000,1.000000,0.000000
3649,Xorg,30.000000,1.000000,0.000000
7365,Renderer,15.000000,1.000000,0.000000
7712,Isolated Web Co,25.000000,1.000000,0.000000
3636,xrdp,35.000000,1.000000,0.000000
3649,Xorg,25.000000,1.000000,0.000000
7712,Isolated Web Co,25.000000,1.000000,0.000000
4528,C2 CompilerThre,59.000000,1.000000,0.000000
3636,xrdp,39.000000,1.000000,0.000000
3649,Xorg,42.000000,1.000000,0.000000
7365,Renderer,21.000000,1.000000,0.000000
10076,JobScheduler FJ,45.000000,0.000000,0.000000
10084,JobScheduler FJ,53.000000,0.000000,0.000000
10078,JobScheduler FJ,45.000000,0.000000,0.000000
7712,Isolated Web Co,35.000000,0.000000,0.000000
10080,JobScheduler FJ,58.000000,0.000000,0.000000
10081,JobScheduler FJ,57.000000,0.000000,0.000000
10085,JobScheduler FJ,68.000000,0.000000,0.000000
10073,JobScheduler FJ,83.000000,0.000000,0.000000
10077,JobScheduler FJ,82.000000,0.000000,0.000000
10075,JobScheduler FJ,48.000000,0.000000,0.000000
10082,JobScheduler FJ,42.000000,0.000000,0.000000
10079,JobScheduler FJ,48.000000,0.000000,0.000000
4528,C2 CompilerThre,139.000000,0.000000,0.000000
3636,xrdp,46.000000,1.000000,0.000000
3649,Xorg,35.000000,1.000000,0.000000
7365,Renderer,10.000000,1.000000,0.000000
7712,Isolated Web Co,26.000000,1.000000,0.000000
3649,Xorg,10.000000,1.000000,0.000000
3649,Xorg,10.000000,1.000000,0.000000
3636,xrdp,5.000000,1.000000,0.000000
7712,Isolated Web Co,18.000000,1.000000,0.000000
3636,xrdp,51.000000,1.000000,0.000000
3649,Xorg,30.000000,1.000000,0.000000
7365,Renderer,15.000000,1.000000,0.000000
7712,Isolated Web Co,30.000000,1.000000,0.000000
3649,Xorg,10.000000,1.000000,0.000000
7712,Isolated Web Co,33.000000,1.000000,0.000000
7712,Isolated Web Co,16.000000,1.000000,0.000000
3649,Xorg,26.000000,1.000000,0.000000
3636,xrdp,10.000000,1.000000,0.000000
3649,Xorg,15.000000,1.000000,0.000000
3636,xrdp,26.000000,1.000000,0.000000
7712,Isolated Web Co,32.000000,1.000000,0.000000
7365,Renderer,15.000000,0.000000,0.000000
3649,Xorg,27.000000,1.000000,0.000000
7712,Isolated Web Co,15.000000,1.000000,0.000000
3636,xrdp,20.000000,1.000000,0.000000
3649,Xorg,26.000000,1.000000,0.000000
7365,Renderer,5.000000,1.000000,0.000000
7712,Isolated Web Co,16.000000,1.000000,0.000000
3636,xrdp,30.000000,1.000000,0.000000
3649,Xorg,30.000000,0.000000,0.000000
7712,Isolated Web Co,0.000000,1.000000,0.000000
3649,Xorg,5.000000,1.000000,0.000000
3636,xrdp,39.000000,0.000000,0.000000
7712,Isolated Web Co,5.000000,0.000000,0.000000
3649,Xorg,17.000000,1.000000,0.000000
7712,Isolated Web Co,37.000000,1.000000,0.000000
3649,Xorg,35.000000,0.000000,0.000000
3636,xrdp,43.000000,1.000000,0.000000
7365,Renderer,25.000000,1.000000,0.000000
7712,Isolated Web Co,11.000000,1.000000,0.000000
3636,xrdp,42.000000,1.000000,0.000000
3649,Xorg,31.000000,1.000000,0.000000
7712,Isolated Web Co,0.000000,1.000000,0.000000
3649,Xorg,20.000000,1.000000,0.000000
3636,xrdp,22.000000,1.000000,0.000000
7712,Isolated Web Co,15.000000,1.000000,0.000000
3649,Xorg,35.000000,1.000000,0.000000
3636,xrdp,37.000000,0.000000,0.000000
3649,Xorg,32.000000,1.000000,0.000000
3636,xrdp,47.000000,1.000000,0.000000
7712,Isolated Web Co,15.000000,1.000000,0.000000
3649,Xorg,20.000000,1.000000,0.000000
7712,Isolated Web Co,32.000000,1.000000,0.000000
7365,Renderer,15.000000,1.000000,0.000000
3636,xrdp,32.000000,1.000000,0.000000
3649,Xorg,28.000000,1.000000,0.000000
3636,xrdp,46.000000,1.000000,0.000000
3649,Xorg,10.000000,1.000000,0.000000
7712,Isolated Web Co,20.000000,1.000000,0.000000
7365,Renderer,25.000000,1.000000,0.000000
3649,Xorg,30.000000,1.000000,0.000000
10080,JobScheduler FJ,53.000000,0.000000,0.000000
10079,JobScheduler FJ,60.000000,0.000000,0.000000
10084,JobScheduler FJ,61.000000,0.000000,0.000000
10077,JobScheduler FJ,57.000000,0.000000,0.000000
4528,C2 CompilerThre,25.000000,0.000000,0.000000
10081,JobScheduler FJ,85.000000,0.000000,0.000000
10082,JobScheduler FJ,86.000000,0.000000,0.000000
10076,JobScheduler FJ,74.000000,0.000000,0.000000
10075,JobScheduler FJ,42.000000,0.000000,0.000000
10078,JobScheduler FJ,91.000000,0.000000,0.000000
10085,JobScheduler FJ,51.000000,0.000000,0.000000
4529,C1 CompilerThre,10.000000,0.000000,0.000000
10527,StreamT~ns #213,66.000000,1.000000,0.000000
10084,JobScheduler FJ,45.000000,0.000000,0.000000
4528,C2 CompilerThre,15.000000,0.000000,0.000000
10075,JobScheduler FJ,45.000000,0.000000,0.000000
4567,G1 Conc#1,46.000000,0.000000,1.000000
10078,JobScheduler FJ,46.000000,0.000000,0.000000
10081,JobScheduler FJ,45.000000,0.000000,0.000000
4529,C1 CompilerThre,15.000000,0.000000,0.000000
10080,JobScheduler FJ,67.000000,0.000000,0.000000
10076,JobScheduler FJ,50.000000,0.000000,0.000000
10077,JobScheduler FJ,52.000000,0.000000,0.000000
10079,JobScheduler FJ,65.000000,0.000000,0.000000
4568,G1 Conc#2,82.000000,0.000000,1.000000
10082,JobScheduler FJ,41.000000,0.000000,0.000000
10073,JobScheduler FJ,45.000000,0.000000,0.000000
4518,G1 Conc#0,120.000000,0.000000,1.000000
10085,JobScheduler FJ,45.000000,0.000000,0.000000
7712,Isolated Web Co,25.000000,1.000000,0.000000
3636,xrdp,40.000000,1.000000,0.000000
3649,Xorg,47.000000,1.000000,0.000000
7365,Renderer,42.000000,1.000000,0.000000
7712,Isolated Web Co,38.000000,1.000000,0.000000
3636,xrdp,42.000000,1.000000,0.000000
3649,Xorg,30.000000,1.000000,0.000000
7712,Isolated Web Co,5.000000,1.000000,0.000000
7365,Renderer,31.000000,1.000000,0.000000
7712,Isolated Web Co,35.000000,1.000000,0.000000
3636,xrdp,42.000000,1.000000,0.000000
7712,Isolated Web Co,37.000000,0.000000,0.000000
3649,Xorg,0.000000,1.000000,0.000000
10081,JobScheduler FJ,46.000000,0.000000,0.000000
10078,JobScheduler FJ,60.000000,0.000000,0.000000
10079,JobScheduler FJ,70.000000,0.000000,0.000000
10076,JobScheduler FJ,61.000000,0.000000,0.000000
10085,JobScheduler FJ,67.000000,0.000000,0.000000
4528,C2 CompilerThre,0.000000,1.000000,0.000000
10077,JobScheduler FJ,73.000000,0.000000,0.000000
10075,JobScheduler FJ,82.000000,0.000000,0.000000
10084,JobScheduler FJ,40.000000,0.000000,0.000000
10073,JobScheduler FJ,44.000000,0.000000,0.000000
10082,JobScheduler FJ,105.000000,0.000000,0.000000
10080,JobScheduler FJ,62.000000,0.000000,0.000000
3636,xrdp,53.000000,0.000000,0.000000
4528,C2 CompilerThre,50.000000,0.000000,0.000000
3649,Xorg,35.000000,0.000000,0.000000
7712,Isolated Web Co,32.000000,1.000000,0.000000
7365,Renderer,5.000000,1.000000,0.000000
3649,Xorg,26.000000,1.000000,0.000000
3636,xrdp,21.000000,1.000000,0.000000
7712,Isolated Web Co,10.000000,1.000000,0.000000
3649,Xorg,5.000000,1.000000,0.000000
3636,xrdp,5.000000,0.000000,0.000000
7712,Isolated Web Co,25.000000,1.000000,0.000000
3649,Xorg,0.000000,1.000000,0.000000
7712,Isolated Web Co,30.000000,1.000000,0.000000
3636,xrdp,25.000000,1.000000,0.000000
3649,Xorg,15.000000,1.000000,0.000000
7365,Renderer,15.000000,1.000000,0.000000
7712,Isolated Web Co,20.000000,1.000000,0.000000
3636,xrdp,41.000000,1.000000,0.000000
3649,Xorg,35.000000,1.000000,0.000000
3649,Xorg,30.000000,1.000000,0.000000
3636,xrdp,35.000000,1.000000,0.000000
7712,Isolated Web Co,25.000000,1.000000,0.000000
7365,Renderer,5.000000,1.000000,0.000000
3636,xrdp,40.000000,1.000000,0.000000
3649,Xorg,5.000000,1.000000,0.000000
3636,xrdp,35.000000,1.000000,0.000000
3649,Xorg,30.000000,1.000000,0.000000
3636,xrdp,31.000000,1.000000,0.000000
7712,Isolated Web Co,39.000000,1.000000,0.000000
3636,xrdp,43.000000,1.000000,0.000000
3649,Xorg,15.000000,0.000000,0.000000
7712,Isolated Web Co,25.000000,1.000000,0.000000
3636,xrdp,35.000000,1.000000,0.000000
3649,Xorg,30.000000,1.000000,0.000000
7712,Isolated Web Co,36.000000,1.000000,0.000000
3649,Xorg,10.000000,1.000000,0.000000
4528,C2 CompilerThre,15.000000,0.000000,0.000000
10076,JobScheduler FJ,48.000000,0.000000,0.000000
10085,JobScheduler FJ,45.000000,0.000000,0.000000
10080,JobScheduler FJ,49.000000,0.000000,0.000000
10077,JobScheduler FJ,45.000000,0.000000,0.000000
10081,JobScheduler FJ,48.000000,0.000000,0.000000
10075,JobScheduler FJ,74.000000,0.000000,0.000000
4529,C1 CompilerThre,10.000000,0.000000,0.000000
10079,JobScheduler FJ,88.000000,0.000000,0.000000
10078,JobScheduler FJ,74.000000,0.000000,0.000000
10073,JobScheduler FJ,40.000000,0.000000,0.000000
10082,JobScheduler FJ,44.000000,0.000000,0.000000
10084,JobScheduler FJ,107.000000,0.000000,0.000000
3649,Xorg,0.000000,0.000000,0.000000
3649,Xorg,20.000000,1.000000,0.000000
3636,xrdp,23.000000,1.000000,0.000000
